"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Mixed","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Grants Management","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","East of England","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","London","35","[c]","30660","31060"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Mixed","Unknown","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Debt","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Debt","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Debt","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Grants Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Grants Management","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
