"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Other ethnicity","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cabinet Office (excl. agencies)","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Companies House","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Equipment and Support","40","40","17140","16780"
"In post","2021","16-19","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Transport (excl. agencies)","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Department of Health and Social Care (excl. agencies)","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Driver and Vehicle Licensing Agency","15","10","[c]","[c]"
"In post","2021","16-19","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Courts and Tribunals Service","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","HM Land Registry","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","HM Prison and Probation Service","30","30","22930","22350"
"In post","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","145","135","20440","20140"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","40","35","21920","21430"
"In post","2021","16-19","Unknown","Insolvency Service","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Royal Fleet Auxiliary","35","35","18640","15940"
"In post","2021","16-19","Unknown","Scottish Courts and Tribunals Service","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government (excl. agencies)","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Prison Service","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Submarine Delivery Agency","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Valuation Office Agency","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Animal and Plant Health Agency","5","5","[c]","[c]"
"In post","2021","16-19","White","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Crown Office and Procurator Fiscal Service","10","5","[c]","[c]"
"In post","2021","16-19","White","Crown Prosecution Service","20","20","[c]","[c]"
"In post","2021","16-19","White","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Defence Electronics and Components Agency","15","15","[c]","[c]"
"In post","2021","16-19","White","Defence Equipment and Support","70","70","18740","19040"
"In post","2021","16-19","White","Defence Science and Technology Laboratory","15","15","[c]","[c]"
"In post","2021","16-19","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","5","5","[c]","[c]"
"In post","2021","16-19","White","Department for Education (excl. agencies)","10","10","[c]","[c]"
"In post","2021","16-19","White","Department for Environment, Food and Rural Affairs (excl. agencies)","15","15","[c]","[c]"
"In post","2021","16-19","White","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Department for Work and Pensions (excl. agencies)","155","155","22190","21010"
"In post","2021","16-19","White","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Driver and Vehicle Licensing Agency","20","15","[c]","[c]"
"In post","2021","16-19","White","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","FCDO Services","10","10","[c]","[c]"
"In post","2021","16-19","White","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Forestry and Land Scotland","5","5","[c]","[c]"
"In post","2021","16-19","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","HM Courts and Tribunals Service","15","15","[c]","[c]"
"In post","2021","16-19","White","HM Land Registry","10","10","[c]","[c]"
"In post","2021","16-19","White","HM Prison and Probation Service","60","60","22520","22850"
"In post","2021","16-19","White","HM Revenue and Customs (excl. agencies)","65","65","20710","20140"
"In post","2021","16-19","White","HM Treasury (excl. agencies)","20","20","[c]","[c]"
"In post","2021","16-19","White","Home Office (incl. agencies)","30","30","22490","21430"
"In post","2021","16-19","White","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Ministry of Defence (excl. agencies)","35","35","21960","20920"
"In post","2021","16-19","White","Ministry of Justice (excl. agencies)","5","5","[c]","[c]"
"In post","2021","16-19","White","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Public Health England","20","15","[c]","[c]"
"In post","2021","16-19","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Scottish Government (excl. agencies)","30","30","21760","21150"
"In post","2021","16-19","White","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Social Security Scotland","10","10","[c]","[c]"
"In post","2021","16-19","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","United Kingdom Statistics Authority","10","10","[c]","[c]"
"In post","2021","16-19","White","Valuation Office Agency","5","5","[c]","[c]"
"In post","2021","16-19","White","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Advisory, Conciliation and Arbitration Service","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Animal and Plant Health Agency","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Cabinet Office (excl. agencies)","135","130","36030","34550"
"In post","2021","20-29","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Companies House","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Competition and Markets Authority","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Crown Commercial Service","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Crown Office and Procurator Fiscal Service","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Crown Prosecution Service","95","90","28330","25480"
"In post","2021","20-29","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Defence Equipment and Support","65","65","26940","27000"
"In post","2021","20-29","Asian","Defence Science and Technology Laboratory","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","160","160","38180","33640"
"In post","2021","20-29","Asian","Department for Digital, Culture, Media and Sport","50","50","40160","38000"
