"Status","Year","Disability","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Heterosexual / straight","525","505","43780","37300"
"In post","2021","Declared disabled","Cabinet Office","Unknown","LGBO","90","85","45020","41180"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Undeclared","75","75","44710","40180"
"In post","2021","Declared disabled","Cabinet Office","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Other","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
