"Status","Year","Age","Disability","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Greater Manchester","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Highlands and Islands","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - East","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - West","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Kent","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Kent","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Leicestershire, Rutland and Northamptonshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Leicestershire, Rutland and Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lincolnshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Merseyside","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northumberland and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - South","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - South","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - West and North West","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - West and North West","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire and Staffordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Central Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Central Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Wales and The Valleys","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Wales and The Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cornwall and Isles of Scilly","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dorset and Somerset","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Anglia","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Anglia","AO","15","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Wales","AA","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Wales","AO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Wales","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Eastern Scotland","AA","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Eastern Scotland","AO","25","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Essex","AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AA","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","AO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","EO","70","70","19320","19040"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester","AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Highlands and Islands","AA","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","AA","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","EO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - West","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - West","AO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inner London - West","EO","40","40","25820","25170"
"In post","2021","16-19","Declared non-disabled","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kent","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kent","AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancashire","AO","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lincolnshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Merseyside","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Merseyside","AO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Eastern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Northumberland and Tyne and Wear","AO","35","35","20700","21010"
"In post","2021","16-19","Declared non-disabled","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - East and North East","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - East and North East","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - South","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - South","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - West and North West","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - West and North West","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Shropshire and Staffordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Shropshire and Staffordshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Yorkshire","AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Southern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Southern Scotland","AO","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Surrey, East and West Sussex","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tees Valley and Durham","AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Central Scotland","AA","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Central Scotland","AO","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands","AO","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Wales and The Valleys","AA","10","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Wales and The Valleys","AO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Yorkshire","AO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Herefordshire, Worcestershire and Warwickshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Inner London - West","EO","10","10","[c]","[c]"
"In post","2021","16-19","Undeclared","Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Leicestershire, Rutland and Northamptonshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Central Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Wales and The Valleys","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Wales and The Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","AO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","AO","30","25","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","AA","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","AO","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Essex","AO","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","AO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","EO","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","AO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
