"Status","Year","Disability","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Leeds","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Liverpool","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Manchester","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Peterborough","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Sheffield","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Somerset","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Lanarkshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Staffordshire CC","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Swansea","15","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Tower Hamlets","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Westminster","45","45","43020","40650"
"In post","2021","Declared disabled","Commercial","Wiltshire","25","25","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","York","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bristol, City of","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Central Hampshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Dorset CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Manchester","15","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Nottingham","15","15","[c]","[c]"
"In post","2021","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Sheffield","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Swansea","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Tower Hamlets","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","Tyneside","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Westminster","85","80","42910","40120"
"In post","2021","Declared disabled","Communications","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Westminster","5","5","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Birmingham","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Durham CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Glasgow City","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Liverpool","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Manchester","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Plymouth","[c]","[c]","[c]","[c]"
