"Status","Year","Age","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","White","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Department for Work and Pensions","25","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
