"Status","Year","Age","Ethnicity","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","16-19","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
