"Status","Year","Disability","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Essex","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Northamptonshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Westminster","480","460","41580","36650"
"In post","2021","Declared disabled","Asian","Wiltshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wolverhampton","35","30","24360","21440"
"In post","2021","Declared disabled","Asian","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Barking & Dagenham and Havering","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Barnet","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Berkshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Bexley and Greenwich","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Birmingham","110","100","27990","27570"
"In post","2021","Declared disabled","Black","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Brent","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bristol, City of","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Bromley","15","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Buckinghamshire CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Camden and City of London","50","45","27670","24880"
"In post","2021","Declared disabled","Black","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Central Hampshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","City of Edinburgh","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Coventry","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Croydon","155","145","33450","29570"
"In post","2021","Declared disabled","Black","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Derby","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Ealing","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Surrey","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Enfield","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Essex Thames Gateway","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Glasgow City","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester South West","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Hackney and Newham","95","90","29590","30330"
"In post","2021","Declared disabled","Black","Haringey and Islington","50","45","31310","31060"
"In post","2021","Declared disabled","Black","Harrow and Hillingdon","35","35","29250","28990"
"In post","2021","Declared disabled","Black","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Hertfordshire","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Hounslow and Richmond upon Thames","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Kensington & Chelsea and Hammersmith & Fulham","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lambeth","45","45","32620","31060"
"In post","2021","Declared disabled","Black","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Leeds","25","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Leicester","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lewisham and Southwark","60","60","30740","31060"
"In post","2021","Declared disabled","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Liverpool","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Luton","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Manchester","30","30","30190","27570"
"In post","2021","Declared disabled","Black","Medway","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Milton Keynes","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Nottingham","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Overseas","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Oxfordshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Peterborough","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Redbridge and Waltham Forest","30","25","29950","31060"
"In post","2021","Declared disabled","Black","Sandwell","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Sheffield","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","South West Wales","[c]","[c]","[c]","[c]"
