"Status","Year","Age","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Derby","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wiltshire","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","65","65","18610","18960"
"In post","2021","16-19","Declared non-disabled","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Birmingham","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Blackpool","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Bristol, City of","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Buckinghamshire CC","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Central Hampshire","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Central Valleys","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","City of Edinburgh","45","40","21400","21150"
"In post","2021","16-19","Declared non-disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Derby","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Devon CC","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Durham CC","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Kent","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","East Sussex CC","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Flintshire and Wrexham","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Glasgow City","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Greater Manchester South West","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hertfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lambeth","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leeds","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicester","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Liverpool","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Manchester","10","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Mid Lancashire","10","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Milton Keynes","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Nottingham","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Peterborough","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Plymouth","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Sefton","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Sheffield","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Hampshire","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Staffordshire CC","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Suffolk","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Swansea","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tower Hamlets","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tyneside","35","35","21140","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Westminster","60","60","25830","25170"
"In post","2021","16-19","Declared non-disabled","Wiltshire","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Worcestershire","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Westminster","10","10","[c]","[c]"
"In post","2021","16-19","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","35","35","17220","16780"
"In post","2021","16-19","Unknown","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Birmingham","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bradford","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cardiff and Vale of Glamorgan","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","City of Edinburgh","35","35","20970","20850"
"In post","2021","16-19","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
